reminder,reply,intent,dpd,amount,loan,tone,region,ptp_date,ptp_amount,dispute_type,excuse_type,cibil_mentioned,legal_mentioned
"Arre Rohan ji, ₹28000 ka loan 61 din se pending hai. RBI guidelines ke mutabiq legal action lena padega.",Kay kar sakte hain? Abhi business bahut slow chal raha hai. 🤕,refusal,61,28000,business loan EMI,polite-firm,mumbai,next month,10000.0,,business slow,False,True
"Yaar, ₹12000 EMI 79 din overdue hai. Turant UPI se payment kar dein: rzp.io/pay. Late fees bhi lag rahi hai. CIBIL score affect hoga","Bhai, maaf karna. Office se kuch issue ho gaya tha. Pakka Friday se pehle payment kar dunga 🙏",promise_to_pay,79,12000,credit line EMI,polite,delhi,Friday,12000.0,,office issue,True,False
"Rohan yaar, ₹8000 EMI 20 din ho gaye due. Turant payment karna hoga, nahi to CIBIL score affect hoga. UPI se kar dein: rzp.io/pay 🙏","bhai sorry, office ka kaam bahut hai. Monday ko pakka kar dunga 🙏",promise_to_pay,20,8000,mobile loan EMI,polite,delhi,Monday,8000.0,,busy,True,False
"Sunil ji ₹5500 ka BNPL payment 23 din se pending hai, aapko ₹5500 payment karna hoga. CIBIL score impact hoga.","Sorry bhai, maine ₹5000 payment kar diya tha 5 din pehle, ₹500 extra kyun maang rahe ho?",dispute,23,5500,BNPL payment,worried,delhi,5 days ago,5000.0,payment made,technical issue,True,False
"Ravi ji ₹9000 EMI overdue hai, late fees bhi lagech hai. Kay kar rahe ho?","Sorry re, poora ek baar mein nahi hoga, 4500 abhi bhej sakta hun, baaki 15 tarikh ko pakka.",partial_payment,11,9000,business loan EMI,polite,mumbai,15,4500.0,,temporary financial difficulties,False,False
"Arre bhai, ₹2500 EMI 16 din ho gaye, abhi tak payment nahi aayi. UPI se kar dein, CIBIL score kharaab ho jayega: rzp.io/pay","Bhai, thoda time do, Monday ko salary aayegi, usse pehle kar dunga 🙏",promise_to_pay,16,2500,mobile loan EMI,polite,mumbai,Monday,2500.0,,busy,True,False
"Boss, ₹9000 ka BNPL payment 33 din se overdue hai. Late fees lag rahi hai. UPI se aaj hi payment karein.","Enti, enti, 1 week aur dijiye. Business mein problem chal rahi hai, double EMI denge next month",needs_more_time,33,9000,BNPL payment,desperate,hyderabad,1 week,18000.0,,business,False,False
Sir ₹5200 due hai. Legal action lena padega agar aap payment nahi karte.,"Sir, maine transaction reference number 123456 hai, aapke system mein check karein",dispute,86,5200,BNPL payment,cooperative,bangalore,,,payment issue,technical issue,False,True
Neha ji aapke account mein ₹5800 ka late fee lag gaya hai. Aap payment karein toh hum aapko CIBIL score maintain karne mein madad karenge.,"mujhe samajh nahi aaya ki kitna amount due hai, aap details bhejo",dispute,80,5800,BNPL payment,evasive,delhi,,,amount dispute,lack of information,True,False
"Namaskara sir, ₹4300 bike loan EMI pending hai, UPI maadtini aap beku payment kar sakte hain.","illi, nange 3 days ago UPI transaction maadidde, illa aap system nalli problem ide",dispute,7,4300,bike loan EMI,polite,bangalore,,,payment not reflected,technical issue,False,False
"Anna, ₹22000 ka payment 30 din se due hai. Late fees lagu hone wale hain. EMI ke hisaab se payment karein, nahin toh legal action lena padega.","Mujhe samay nahi diya gaya, aaplog hi soch lo kuch 🙄",refusal,30,22000,BNPL payment,angry,hyderabad,,,,vague,False,True
Ramesh ji ₹32000 ka EMI 74 days late ho gaya hai. Late fees lag rahi hain. ₹8000 ka settlement offer hai,Mujhe nahi pata yeh sab. ₹32000 nahi de sakta,refusal,74,32000,BNPL payment,desperate,bangalore,,,,lack of awareness,False,True
"Ravi ji ₹15000 pending hai, ₹7500 abhi bhej sakte hain? UPI link: https://... , CIBIL score affect ho sakta hai.","Bhai ₹5000 abhi bhejta hun, baaki 1 mahine mein pakka, CIBIL score thik rahega na?",partial_payment,9,15000,BNPL payment,polite,bangalore,1 month,5000.0,,,True,False
"Saurabh ji, ₹6500 credit line EMI 85 din se pending hai. Pakka UPI se turant bharein, late fees ho rahi hai.","Yaar, 1 mahine mein double kar dunga, abhi thoda problem chal raha hai 🙏",needs_more_time,85,6500,credit line EMI,desperate,delhi,1 mahine,,,business_problem,False,False
"Rohan sir, ₹3200 ki EMI 15 din ho gaye due. Aapka CIBIL score bhi impact hoga. UPI maadtini: rzp.io/pay","illa sir kal tak bekku kartaa hoon, aaj office kaam mein busy hoon 🤞",promise_to_pay,15,3200,mobile loan EMI,polite,bangalore,kal,3200.0,,busy,True,False
"Amit ji ₹30000 pending hai, 54 din ho gaye. CIBIL report pe impact padega. Settlement karein please.","Sir, abhi ₹5000 kar sakta hun. Aap settlement karein toh ₹20000 kar sakta hun",refusal,54,30000,bike loan EMI,cooperative,bangalore,this_week,5000.0,,financial_difficulty,True,False
"Hi Rahul, ₹10000 EMI 9 days overdue. CIBIL score affect ho sakta hai. Abhi pay karein: rzp.io/pay","Haan bhai, ₹5000 abhi de sakta hoon. Baaki next week",promise_to_pay,9,10000,BNPL payment,worried,hyderabad,next week,5000.0,,insufficient funds,True,False
"Sir ₹28000 overdue hai, 44 days ho gaye hain. Aapka loan account close ho sakta hai. Please settlement karein.","Definitely Anna, main aaj hi payment karunga, UPI se.",refusal,44,28000,mobile loan EMI,cooperative,hyderabad,,,,,False,False
"Rahul ji, ₹12000 EMI ka 19 din ho gaya. Abhi tak payment nahi aayi. Pakka karein, nahi to late fees bhi lagegi: rzp.io/pay","Bhai, thoda time do. Mujhe kuch cheezein settle karni hain, phir karwa dunga",promise_to_pay,19,12000,business loan EMI,cooperative,delhi,,,,personal issues,False,False
Amit ji 3rd reminder — ₹12000 EMI 17 din overdue. Late fees lagu honge. Settlement abhi karein: rzp.io/pay,Friday ko salary aayegi. Pakka kar dunga. Apna paisa nahi khaunga 🙏,promise_to_pay,17,12000,BNPL payment,cooperative,bangalore,Friday,,,salary pending,False,False
"Rahul ji, ₹9000 ka EMI pending hai. Late fees lagu ho rahi hai. Payment karein, plz.","Yaar, ₹4500 abhi bhej sakta hun. Baaki 15 tarikh ko bhejunga.",partial_payment,6,9000,mobile loan EMI,cooperative,mumbai,15,4500.0,,temporary cash flow problem,True,False
"Ankit ji, ₹3800 ki EMI 15 din overdue hai. Abhi tak koi payment nahi aayi. UPI maadtini: rzp.io/pay","sorry sir, kal office kaam mein busy tha. Aaj transfer kar deta hoon 🙏",promise_to_pay,15,3800,mobile loan EMI,worried,bangalore,aaj,3800.0,,busy,False,False
"Amit bhai, ₹2500 EMI 79 din late ho gayi. Sun, abhi payment karein: rzp.io/pay. Settlement offer hai, 10% late fees maaf kar denge","Theek hai bhai, kal tak kar dunga. Ghar mein kuch problem thi. Pakka kal tak payment ho jayegi 🙏",promise_to_pay,79,2500,credit line EMI,cooperative,delhi,kal,2500.0,,ghar problem,False,False
"Sunil ji ₹15000 ka EMI pending hai. Turant payment karein, nahi toh settlement option band ho jayega. RBI guidelines ke hisaab se action lena padega.","Abhi nahi kar sakta, ghar pe paise nahi hai. Kuch din baad kar dunga.",refusal,40,15000,business loan EMI,evasive,bangalore,,,,financial,False,True
"Sir ₹12000 EMI due ho gayi hai, aap UPI maadtini se ₹6000 abhi pay kar sakte hain. Baki 15 tarikh ko? 🙏","Bhai ₹5000 abhi bhejta hun, baaki 2 hafte mein pakka, late fees toh nahi lagenge na?",partial_payment,9,12000,BNPL payment,polite,bangalore,15,6000.0,,,False,False
"Sir ₹7500 bike loan EMI miss ho gayi hai, 79 days overdue hai. Payment karein?","Sorry sir, ₹5000 already UPI se transfer ho gaye the. Late fees kyun lag rahe hain? 🙏",dispute,79,7500,bike loan EMI,worried,hyderabad,,,late fees,payment already made,False,False
"Rahul ji ₹3800 ka EMI pending hai 29 din se. Kripya jaldi payment karein, CIBIL score impact ho sakta hai.","Maine ₹2000 payment kar diya tha, ₹1800 pending hai. UPI transaction reference hai mere paas.",dispute,29,3800,business loan EMI,cooperative,bangalore,,1800.0,partial payment,partial payment,True,False
"Bhai ₹12000 EMI pending hai, 40 din se overdue hai. Turant payment karein, nahi toh late fees bhi lag sakti hai.","Yaar, sorry yaar ₹6000 abhi bhej raha hun, baaki 10 tarikh ko pakka karta hun.",partial_payment,40,12000,business loan EMI,polite,delhi,10,6000.0,,financial constraints,False,False
"Vijay ji ₹18000 EMI bahut der se pending hai. Settlement karne se late fees bach sakte hain, aur CIBIL score bhi safe rahega.","Mujhe ₹5000 hi karne hain, ₹13000 next month karunga, aur ₹5000 uske baad.",needs_more_time,27,18000,business loan EMI,cooperative,delhi,next month,13000.0,,installment plan,True,False
Sir ₹6500 EMI due hai 55 din se. UPI se bekku payment karein.,"Sir maine pehle se hi phone karke bataya tha, account bandh ho gaya hai. Kya karein?",dispute,55,6500,mobile loan EMI,resigned,bangalore,after account settlement,,account issue,technical issue,False,False
"Rajesh ji, aapka ₹8000 ka EMI due hai 59 din ho gaye. Aapko legal action bhi lena padega. Okay ra, settlement ke liye kab payment karoge?","Sir, maine 20 din mein payment karne ki koshish karunga. Thoda time do, sir.",dispute,59,8000,bike loan EMI,worried,hyderabad,20 days,8000.0,payment delay,request for time,False,True
Sir ₹6000 EMI 89 din se pending hai. Late fees bhi lag rahi hai. Abhi UPI se kar dein: rzp.io/pay,"IllA bhai kal office se loan transfer karna hai, 2 din mein zarur kar dunga 🙏",promise_to_pay,89,6000,personal loan EMI,polite,bangalore,2 din mein,6000.0,,office se loan transfer,False,False
"Rahul ji, ₹3500 ka EMI 31 din overdue. Late fees bhi lag rahe hain. Abhi UPI se karein: rzp.io/pay",Abhi kuch din lagech. Next week mein transfer karta hoon,promise_to_pay,31,3500,personal loan EMI,evasive,mumbai,,,,vague,False,False
"Bhai, ₹9200 ka EMI due hai. Settlement offer hai, ₹8500 mein samajh lo.","Yeh ₹9200 galat hai, mere loan ke documents check karo. Main ₹8500 hi pay karunga.",dispute,80,9200,personal loan EMI,polite,delhi,,8500.0,amount mismatch,,False,False
"Sir, ₹18000 business loan EMI 15 din se pending hai. ₹500 late fees lag chuki hai. Aap CIBIL score ko impact kar rahe hain.","Paisa abhi nahi hai, ₹10000 kar sakte hain, agle mahine ₹8000 kar dunga 🙏",needs_more_time,15,18000,business loan EMI,desperate,delhi,,10000.0,,personal_problem,True,False
"Bhai ₹18000 bike loan EMI pending hai. Turant payment karein, nahi toh late fees ka problem hoga. UPI: https://...","Bhai sorry, abhi kuch din baad kar dunga. Paise jama nahi hue abhi 🙏",refusal,2,18000,bike loan EMI,stressed,delhi,,,,financial constraint,False,False
Sir ₹28000 personal loan EMI 49 din overdue hai. Aapko hum legal notice bhej sakte hain. Aap kab tak payment kar sakte hain?,"Mujhe nahi pata, main aapko ek hafte mein batata hoon. Abhi mere paas paisa nahi hai",needs_more_time,49,28000,personal loan EMI,evasive,hyderabad,1 week,,,vague_timeline,False,True
Sir ₹7000 EMI 2 mahine se pending hai. CIBIL score affect ho raha hai. Settlement offer hai - ₹6000 abhi karein: rzp.io/pay,"Bhai abhi kuch problem hai, kuch din baad kar dunga 🤞",promise_to_pay,89,7000,personal loan EMI,evasive,bangalore,,,,kuch problem hai,True,False
"Rahul ji, ₹4500 EMI 50 din due. Late fees ₹500 ho gaye hain. UPI se payment karein aur settlement ko avoid karein: rzp.io/pay 📝","Bilkul Anna, kal tak payment kar dunga. Aaj thoda busy tha 🙏",promise_to_pay,50,4500,credit line EMI,cooperative,hyderabad,kal,4500.0,,,False,False
₹4500 due hai sir. Settlement options available hain,"sorry sir, ₹2000 hi abhi de sakte hain. CIBIL score kharab na karein",dispute,10,4500,credit line EMI,worried,bangalore,today,2000.0,,temporary financial difficulty,True,False
"Re Rohit ji, ₹20000 ka loan 61 din se pending hai. Aapka CIBIL score bhi affected ho raha hai. UPI se payment kar sakte hain.","Nahi, main abhi payment nahi kar sakta.",refusal,61,20000,business loan EMI,polite-firm,mumbai,,,,financial difficulties,True,False
"Amit ji, ₹10000 credit line EMI 85 din se pending hai. Bol, settlement offer hai, turant bharein aur late fees se bach jao.","Yaar, 1 hafte mein bharega, abhi thoda problem chal raha hai 🙏",needs_more_time,85,10000,credit line EMI,resigned,delhi,1 hafte,,,business_problem,False,False
"Rajesh ji ₹11000 pending hai. ₹5500 abhi pay karein, baaki 10 tarikh ko ₹5500 or ₹1500 ki late fee. CIBIL score bhi impact hoga.","bhai ₹4000 abhi bhejta hun, baaki ₹7000 15 tarikh ko bhejunga. Definitely bhejunga",partial_payment,90,11000,personal loan EMI,polite,hyderabad,15,4000.0,,,True,False
"Bhai ₹22000 ka EMI pending hai, 55 din se overdue hai. Turant payment karein, nahi toh CIBIL score par asar padega.","Yaar, main koshish kar raha hun, par abhi nahi kar sakta. Bol, kya karna hoga?",refusal,55,22000,credit line EMI,evasive,delhi,,,,financial constraints,True,False
"Kay, ₹5000 ki EMI 46 days se due hai. Kripya jaldi se payment karein, nahi to aapki CIBIL score pe asar pad sakta hai.","Sorry, maine paise bhije the, lekin aapke system mein koi problem hai. PTP kab tak kar sakte hain?",dispute,46,5000,credit line EMI,cooperative,mumbai,next week,5000.0,payment not updated,technical issue,True,False
"Arre, ₹18000 ka bike loan EMI 1 day se late hai, re payment karein please. Aapka CIBIL score bhi affect hoga","Abhi mushkil hai, next month mein karunga, aur haan aapne link send kar do",refusal,1,18000,bike loan EMI,polite,mumbai,,,,financial constraint,True,False
"Ramesh boss, aapka ₹3800 ka BNPL payment 9 days overdue ho gaya hai. Payment karein: upi://pay?cu=INR&am=3800","Haan boss, mujhe paise nahi the isliye nahi kar paya. Ab kal tak kar dunga, sorry 🙏",dispute,9,3800,BNPL payment,cooperative,Hyderabad,tomorrow,3800.0,,financial difficulty,False,False
"Namaskara sir, ₹9200 bike loan EMI due hai, settlement option bhi de sakte hain, aap interested hain?","settlement kya hota hai sir, kitna amount kam hoga?",dispute,7,9200,bike loan EMI,cooperative,bangalore,,,,,False,False
"Amit ji, ₹4000 EMI 79 din overdue hai. Sun, abhi payment karein: rzp.io/pay. Settlement offer hai, 5% late fees maaf kar denge. CIBIL score affect hoga","Bhai, kuch nahi bolunga. Kal tak payment kar dunga. Pakka 🙏",promise_to_pay,79,4000,credit line EMI,resigned,delhi,kal,4000.0,,,True,False
"Rahul ji, ₹18000 ka payment aapke account mein 78 din se pending hai. Kripya jaldi se jaldi clear karein, nahi toh hamen legal action lena padega.","😞 sir, maine apne lawyer se baat ki hai. Wo kehte hain aapke against case karenge.",refusal,78,18000,BNPL payment,worried,bangalore,,,legal,,False,True
"Arre, ₹25000 ka EMI pending hai. Late fees bhi lag gaye hain. Settlement ke liye ₹22000 pe payment karni hogi. UPI se karna hoga.","Sorry, abhi nahi de sakte. Ghar pe koi problem hai 🤕",refusal,71,25000,credit line EMI,worried,mumbai,,,,,False,False
"Neha ji ₹10000 pending hai, 47 days ho gaye, settlement offer karna padega, aapki CIBIL score bhi kharaab ho sakti hai","okay ra, abhi 5000 bhejta hun, baaki 2 hafte mein pakka, lekin interest mat lo, please 😊",partial_payment,47,10000,BNPL payment,cooperative,hyderabad,2 weeks,5000.0,,,True,False
"Sunita ji, ₹18000 ka payment clear karein. Late fees bhi lagu ho rahi hai, turant UPI se payment karein.","Pakka, main kal kar deta hun. Sorry yaar, galti se delay ho gaya.",refusal,55,18000,credit line EMI,worried,delhi,tomorrow,18000.0,,forgetfulness,False,False
"Suresh ji ₹12000 ka EMI pending hai, 7 days ho gaye hain. ₹12000 pay karne ka link bhejta hoon. Late fees bhi lagega","Nahi kar sakta, mere paas paisa nahi hai. Kuch din aur wait karo",refusal,7,12000,mobile loan EMI,resigned,bangalore,,,,financial constraint,False,False
"Re Kumar ji, ₹22000 personal loan EMI overdue hai. ₹11000 abhi bhejte to aapko settlement offer kar sakte hai. UPI link: <payment link>","Bhai ₹11000 abhi nahi ho payega. ₹5500 abhi bhejta hun, baaki 12 tarikh ko. Sorry 🤦",partial_payment,14,22000,personal loan EMI,worried,mumbai,12 days,5500.0,,,False,False
Yaar bhai ₹12000 ki EMI 81 din ho gaye hue hain. Late fees bhi lag rahi hai. Turant UPI se payment kar dein: rzp.io/pay 📝,"Bhai sorry 🤕, salary abhi tak nahi aayi. Pakka Monday ko payment kar dunga 🙏",promise_to_pay,81,12000,BNPL payment,polite,delhi,Monday,12000.0,,salary delay,False,False
"Arre Deepak ji, ₹4200 EMI due hai 19 din ho gaye. Abhi payment karein, nako CIBIL score kharaab hoga","Mujhe thoda time chahiye, main kal UPI kar deta hoon",dispute,19,4200,mobile loan EMI,polite,mumbai,,,,delayed payment,True,False
Sir ₹25000 baki hai aur 74 days ho gaye hain. CIBIL score affect hoga. UPI maadtini ₹5000 ka settlement offer hai,Illa bekku. ₹5000 abhi nahi de sakte,refusal,74,25000,BNPL payment,polite,bangalore,,,,financial difficulties,True,False
"Rahul ji ₹4500 ki EMI kal due thi. Aaj tak payment nahi aayi. Sun, agar turant payment nahi karenge toh legal action lena padega 📝","Haan bhai sorry 🤕, kal pakka kar dunga. Aaj office mein busy tha",promise_to_pay,81,4500,BNPL payment,desperate,delhi,kal,4500.0,,work busy,False,True
"Rohan ji aapka ₹4500 EMI 77 din ho gaya due, turant payment karein ya CIBIL score kharab ho jayega.","Yaar, maine kal hi UPI kar diya tha, aapke system mein delay ho raha hai 🤔",dispute,77,4500,mobile loan EMI,polite,delhi,,,payment not updated,technical issue,True,False
"Rohan anna, aapka ₹4500 ka BNPL payment 9 days overdue ho gaya hai. Payment karein: upi://pay?cu=INR&am=4500","Arre okay ra, maine UPI se 2 din pehle payment kar diya tha. Aap logon ke system mein kuch gadbad hai.",dispute,9,4500,BNPL payment,polite,Hyderabad,,,payment not reflected,technical issue,False,False
Rahul ji ₹4500 ka EMI 45 din overdue hai. Legal action liya jayega agar payment nahi hota. UPI se kar dein: rzp.io/pay,"re bhai paisa nahi hai to kya karu, aap log thoda samajh lo",promise_to_pay,45,4500,credit line EMI,desperate,bangalore,,,,financial issue,False,True
"Yaar, ₹8500 ka EMI 80 din se due hai, turant payment karein.","Maine UPI se payment kar diya tha bhai, aap check karke batao. 🤔",dispute,80,8500,personal loan EMI,cooperative,delhi,,,payment issue,technical issue,False,False
